 January 2023,5,Pretty riad in the heart of the city,"Dar Hafsa was the best accommodation that we had during our Morocco trip! The riad is beautiful, especially the common area. Abdul Karim and his team is very friendly and helpful! He picked us up from the blue gate, arranged our taxi to the airport and walked us to the meeting point. Breakfast was delicious and the location is perfect! You are directly in the city center. Highly recommended!",Dar_Hafsa-Fes_Fes_Meknes
 January 2023,5,Beautiful Riad,"Very lovely, traditional-feeling place to stay in the heart of the old city. Perfect location to be close to everything. Owner is extremely accommodating, friendly, and helpful - I would absolutely recommend a stay at Dar Hafsa",Dar_Hafsa-Fes_Fes_Meknes
 December 2022,5,I enthusiastically recommend Dar Hafsa for anyone going to Fes,"Amazing location, exceptional staff, comfy room, wonderful breakfast, reasonable price, and one overall amazing experience. We arrived without a concrete itinerary and were pleasantly surprised by how quickly the owner involved himself in helping us maximize our time while being accommodating to our student budget. The staff are helpful and honest when connecting you with activities, the free breakfast is delicious, and complimentary mint tea on the terrace is a must-try.",Dar_Hafsa-Fes_Fes_Meknes
 December 2022,5,Lovely Fes riad,"The riad is stunning, we showed up and were immediately blown away by the tile work. The staff was incredibly helpful, meeting us and taking us directly to the riad. It is well-located and easy to find. Highly recommend!",Dar_Hafsa-Fes_Fes_Meknes
 December 2022,5,My Experience with Dar Hafsa,"It is my first trip to Morocco. The owner was personally there to meet up at the pick up point. The place was run by the owner and son. The hospitality extended was way above standard. We experienced many communication and co-ordination issues with the many tour operators and the owner and his son Aziz . In the evening, my wife and I join the family during the World Cup soccer game. I can now appreciate the Moroccan love for soccer. It is the human touch that I appreciated the most. Strongly recommended for those who want to find a cosy and convenient place to stay",Dar_Hafsa-Fes_Fes_Meknes
 November 2022,5,My memorable stay at Dar Hafsa,"I am impressed by the hospitality by the riad staff. Going all ways to make our stay as comfortable as possible. The day we arrived (28 November 2022), the riad owner himself, Karim, was at the taxi drop off area to take us to the riad, Dar Hafsa, that was a lot of assurance that we would be in good hands as this is our first time in Fes. Thereafter, we were made to feel very at home. When we needed some help with the printing of boarding pass, the owner, Karim went all out to walk us to the printer shop, despite it being Friday and was very close to his prayer time. Very grateful for that. The owner's son Aziz was also very helpful and friendly throughout our four days' stay, watching world cup every night together and serving us mint tea while watching. He personally walked us…",Dar_Hafsa-Fes_Fes_Meknes
 November 2022,5,Number 1 in Hospitality,"The owner has amazing hospitality and helped with many of our requests. He assisted in coordinating with tour operators on many details. He also gave recommendations in shopping for various souvenirs to be cost effective. In addition, he was kind enough to let us extend beyond our check out time at the riad until our flight. In summary, this riad goes above and beyond in hospitality. Highly recommend!",Dar_Hafsa-Fes_Fes_Meknes
 November 2022,5,Absolutely amazing place to stay in Fez,"We took a bit of a last minute trip to Morocco and booked Dar Hafsa for our time in Fez. What a great decision! Abdul (the owner) and Aziz (his son) have been excellent hosts and amazing to us. We've gotten great suggestions on restaurants to go to, landmarks to visit, and more. Dar Hafsa itself is in a great location near the Blue Gate (only a few minutes walk) and near everything in the Medina. On top of that, the rooms are great and it has an amazing terrace on the top. We've had peaceful rest and they even still fed us breakfast the one morning we overslept. I am so grateful and appreciative of their hospitality with us. Absolutely amazing place to stay.",Dar_Hafsa-Fes_Fes_Meknes
 December 2022,5,Can’t Recommend Enough!,"This was the best possible place to start our journey in Morocco, I only wish we could have stayed longer. Abdul and his son were amazing hosts, and gave us the best advice for where to go, what to do, and what to avoid as well as what prices should be for anything we may want to buy or experience. The riad was both central to everything and beautiful with handmade mosaics everywhere and a terrace with the best views I had of the city. The bed was comfortable, and the included breakfast was delicious. We felt safe and welcome for our entire visit. If we’re ever back in Fez, we won’t hesitate to come back to Dar Hafsa!",Dar_Hafsa-Fes_Fes_Meknes
 December 2022,5,"Beautiful top quality Moroccan Riad with amazing customer service - great stay, highly recommend","Dar Hafsa is the best Riad I have stayed at in Morocco. We stayed with 5 people in 3 rooms and all 3 rooms were top quality. One section of the Riad is completely new - and the decorations, attention-to-detail and quality is really amazing. Moreover, the Riad feels like a home with special attention from the owners. The rooms are beautiful, with amazing decorations and extremely clean. The beds are very comfy, and for me the most important are the bathrooms. The bathrooms in the room were not only clean but beautiful. Amazing warm water, great water pressure and new amenities. From the small touches when you arrive, to the great advice from even before arriving, the stay was truly great the breakfast was also a great Moroccan breakfast with delicious food. I would highly…",Dar_Hafsa-Fes_Fes_Meknes
