 January 2023,5,Moroccan hospitality at its best.,Amazingly beautiful property with all the comforts of Marriott set in a stunning garden style Moroccan hospitality. Thank you Najim and Houcine for your Moroccan hospitality and attention to all of our details for our stay. You Rock!! I can’t wait to bring the family back here.,Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 September 2022,5,Excellent hotel,"We stayed at the hotel for a couple of days. The staff was welcoming, nice, professional, and helpful. The room has a pool view, which was very nice. The room was very clean with a nice bed and balcony. In the Pitch Cafe, Nabil Saffahy was amazing, with good customer service with a smile. Badr in the other restaurant was super nice and helpful too. I recommend Fes Marriott",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 December 2022,4,Great Hotel with Only One Problem,"Beautiful hotel and big rooms, but the air conditioning was turned off so the rooms were too hot for sleeping well. Everything else was great - the breakfast was huge and delicious, and the staff was very friendly and helpful. They also arranged a ride for us from Fes to Marrakech, as well as rides to restaurants.",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 January 2023,5,Great hotel in a beautiful old world city that has the new and old beautifully balanced,"The property is large and very well kept. The room was also very spacious and clean and well maintained. The bathroom was large and clean. Best part the only hotel out of all we stayed at in morocco that had a health faucet! Breakfast buffet was very elaborate and staff every where was very courteous. Dinner in the traditional Moroccan restaurant was excellent, both food and ambience with live music. All in all faultless… Suggestions- a weighing scale in the room. A pedestal fan- since the a/c is off in the winter Hot water (for shower) in the morning was sporadic so can be looked into…",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 December 2022,2,Worst Marriott Ever,"Reserved a 3 person’s bedroom. Couch bed was unbearable and they didn’t have any alternative for us. I had to book an extra room only to know the next day they did have rollerbeds. Barely any hot water in the shower. A/C not working and they won’t call you a taxi unless it’s a big service car. Front desk said they were “sorry” but they clearly couldn’t care less. With so many other great options in town, I clearly wouldn’t recommend anyone staying here.",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 December 2022,2,Don't expect 4 or 5 star service,"Good: The in house Moroccan restaurant is quite good, with a reasonably large choice of local food. The bell captains are prompt and friendly as are the hostesses in the breakfast restaurant. Bad: The rest of the staff in the breakfast restaurant is simply unfriendly and the service there is quite bad. The odds of getting your eggs made right are quite low, and some staff acted like they were being bothered by the guests. Only once in four days did the staff clear the empty plates during breakfast. Ugly: The heater in our room wouldn't turn off, so one of our rooms was quite hot for 2 days. When I reported it, the first person at the front desk told me to open my windows. Eventually common sense prevailed, and they sent maintenance to the room. The solution was a…",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 December 2022,5,Awesome Value. Super Nice Hotel. Great Staff.,"Wow. We had the pleasure of being in Fes when Morocco advanced in The Cup. What a wild and awesome party throughout The City! The hotel is beautiful, in a great location, and the staff bent over backwards for us. It’s modern, accommodating, and nicer than places we usually stay. Najim was super helpful and made us feel so welcome. Mohammed and Imad helped us with directions to the Medina (decent walk, or short cab). We usually rough it, but splurged on this hotel which is a great value for the cost. I usually talk up staff that are great, but these folks truly were some of the most helpful and friendly group I’ve ever experienced. And yeah guys… you can have a beer or two at the bar!",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 November 2022,5,Mesmerized!,"Amazing!! I felt connected with the people of morocco in this hotel. They tend to go the extra mile with everything. Starting with the front desk people, also housekeeper organized my make-up, and Nabil in the bar made us felt at home. I'm not going anywhere else next time I stay in Morocco.",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 November 2022,5,Excellence in Fes!,"My wife and I stayed at the Fes Marriott for 3-nights. We had such a wonderful time. It started with a surprise upgrade to our room. The room we were assigned had a nice living room and a separate Bedroom arrangement. The front desk staff (Mohammad, Manal) and the Concierge (Imad, Najid) - were so welcoming, courteous and supportive. Mohammad helped us understand the places we could drive by ourselves (we had a car), where to park, how much to pay the attendant. They also helped us get reservations to a wonderful restaurant inside the Medina that we had on our list (Restaurant Dar Hatim). The next day we tried the breakfast. It has a nice spread of Moroccan and Continental dishes. We are light eaters, only had coffee, moroccan tea and a banana each...so don't know much about…",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
 September 2022,4,Very comfortable and spacious hotel,"Very nice hotel spread out with only 3 floors. Rooms are spacious with a very nice balcony. The balcony has 2 chairs and a small table. The bathroom is spacious too. Has provision for making coffee/tea in the room. Breakfast buffet has reasonable choice , though they didn't put out the cold cuts for the group tours. After covid, seems like most hotels even in the 4 to 5 star category don't put room slippers out unless you ask for them. Hotel is in the city and there is a good supermarket called Marzan about 10 to15 mins down the road.",Fes_Marriott_Hotel_Jnan_Palace-Fes_Fes_Meknes
