 October 2021,5,Stay here!,"Our stay at Riad Ibn Khaldoun was amazing. I highly recommend that if you are going to Fes that you stay here. The owner, Lasrac, greeted us with such kindness and made us feel like home. The rest of the staff was so wonderful too. We had a traditional Moroccan breakfast and it was extremely fresh. The owner set us up with a tour guide and that went well too. The rooms were very clean and comfortable. The water was hot and had great water pressure. I, without a doubt, will stay in this Riad next time I am in Fes. They all worked around the clock to care for us.",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 December 2019,5,Best Riad experience in Morocco,"This was by far our favorite riad from our trip to Morocco. The architecture was absolutely stunning, and the staff took excellent care of us. Someone kindly walked to help us unload our suitcases from our car, and then rode with my husband to direct him to the local parking lot. We had a fabulous dinner at the riad with mouthwatering dishes. They also kept us well supplied with tea, and served us delicious mint tea several times through our stay. We will definitely be back if we are ever in Morocco. We can 100% recommend this hotel.",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 November 2019,5,Everything perfect!,"We had dinner at the restaurant and everything was great. We asked for a vegetarian menu and a riad menu, one with soup and the other one with moroccan salad. The flavours were just perfect, the salad was huge and I was already full by then. And the place is so beautiful, with typical decoration. Omar hospitality made us feel really good and confortable. He was so kind and attentive all the time! We wanted a moroccan dinner and we had it, perfect! Thank you so much!",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 November 2019,5,"Nice riad, awesome team.","Beatifull riad. Even if not renting a room there the restaurant has incredible decor and even better food, totally worth the stop! 5* for Omar who works there and was very helpful, kind and made everything perfect!",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 October 2019,4,"Beautiful Riad, great staff","The Riad was very beautiful and in a convenient location (just outside the medina gate, so you can take a taxi there). All the staff was very helpful. They had a great rooftop where you could see a beautiful view of the city. What we didn't like though was our room on the 3rd floor because there are just too many steps to climb up (and steps are steep and narrow, so it was hard to walk). Also, they messed up with our transport booking and we were left hanging at the train station (they sent an email to correct it but it was last minute). All in all, confirm and confirm again and try to avoid the room on the top floor and you would enjoy yours stay.",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 October 2019,5,A place that makes you feel at home,"This beautiful Riad breathes Marocco's hospitality. Dilligent and above all super friendly staff made our stay (4 nights) a real treat. The stairs are bad news if you have trouble climbing them, but the rest easily makes up for it. Beautiful view from roof terrace, gorgeous building itself. If you want luxury, go somewhere else. If you prefer true hospitality, great food (I recommend harira!), good beds in AC-room, everything clean and well kept, nicest staff you'll ever meet (all of them, not just the omnipresent showcase of true friendliness and professinalism Omar) - stay here!. If you stay just one night, you'll sell yourself short. It takes a little time to soak it all in. If we return to Fes, we will certainly book here.",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 October 2019,5,"Local Riad, nice building and service","On our 5-day tour with Navette For You, one night stay in this Riad was included when we visited Fez. This Riad IBN Khaldoun was built in 1373 by a philosopher named Khaldoun. This building is traditional Moroccan. There are at least 4 floors ( I am not certain as the second floor seems to only be a pathway). There is no elevator, only narrow staircases. So travel light!! We had a nice big room off the ground floor, which can accommodate 4 people. When we checked in, there were also other parties checking in. We filled out the paperwork and got into our room. Then we were told we did not complete the check in process, we were invited out for Moroccan Tea, that was part of the welcoming process. They seemed to a little short handed. Our attendant, Omar, was very…",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 September 2019,5,A magical and colourful Riad,"Upon entering the Riad from the dingy alley way it was like a magical wonderland. The doors opened to what felt like a museum or palace. The attention to detail of the amazing decorations was just WOW!! The staff, especially Hamza, were helpful, cheeky, cheerful and assisted in directions and answering any questions I had. I felt most welcomed. And also the manager Mourad helped with onward travel which I was greatful for. The breakfast was better than most riads I stayed in with breads, croissant, fresh fruit, omelette and lovely coffee. The rooms were comfortable, clean and my first room was fit for a queen.. they must have known I was coming!! For the price I would say this riad is up there with the best of them. Don’t look any further and come and enjoy what felt…",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 June 2019,5,Lovely riad,"The breakfast was delicious and very complete, and the staff was very kind and friendly as they helped us at all times. The riad is located in a dead end street near a very crowded avenue, so we felt safe at all times. I would highly recommend this riad to anybody who wants to visit Fes.",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
 February 2019,4,Great place to stay,"Huge rooms, clean, the AC was magnificent, very well decorated, very helpful staff, bathroom was clean and effective, but fixtures looked a little cheap. Didn't really matter - they functioned fine. Stairs are quite steep so if you struggle with mobility, might not be the place for you - but I think that's the case with a lot of Riads. I'd certainly go back.",Riad_Ibn_Khaldoun-Fes_Fes_Meknes
