 November 2022,5,Beautiful room,"We only stayed one night at the hotel, but it was a lovely experience. The staff was incredibly accommodating. Our room was beautiful and had a luxurious feel to it. We dined at the rooftop restaurant. The food was great as well as the staff.",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 November 2022,5,Luxury in Casablanca,"This hotel is a beautifully restored Art Deco building, with stylish interiors. The staff are charming and very helpful. Our room was elegant, comfortable and spacious. The rooftop restaurant was clearly ‘the place to be’ in the evening. Our meal was wonderful - lobster rice highly recommended! The breakfast on the roof was absolutely delicious. This hotel truly lives up to its Relais et Chateaux status. The location is very good - no more than 30 mins walking distance from many of the places to see including the Hassan Il Mosque.",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 November 2022,5,Great Hotel in Casablanca,"Accommodations were comfortable and uniquely decorated and service and food were both top rate. I particularly enjoyed the rooftop bar were two bartenders, Amine and Youssef took great care of me despite my horrible French.",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 November 2022,4,Art Deco Gem with a Fabulous Rooftop,"This hotel is tucked away on a tiny, hard-to-find street. Originally built as a private residence, it is a beautiful and historic Art Deco building, with large rooms and large bathrooms. Our check-in was a bit less than stellar, and that might be because they are understaffed, but there were no major hassles. That said, there was no warm welcome, either. Our room was beautiful, and the bathroom so big you could have a party in it. Housekeeping was top-notch, as was the bell staff. The highlight of our short stay was dinner at the rooftop restaurant. The waitstaff were attentive and professional. Cocktails were perfect and the food was totally first rate! We had actually stayed at the Four Seasons Casablanca on the first leg of our journey, and I wish we had stayed here instead…",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 November 2022,5,Fantastic,"Absolutely gorgeous hotel with top rate service and and insanely comfortable bed. Breakfast on the rooftop was well worth the price and delicious, and we also enjoyed tapas for dinner. We would especially recommend the Andalusian octopus. Finally, although we usually like to explore alone, the front desk arranged a guide and driver for us and it was an incredible experience.",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 November 2022,5,It’s ranked #1 for a reason,"What a great hotel. Tucked away on a quiet side street. Helpful staff. Large pretty, well appointed clean rooms with large bathrooms. Comfy beds (which we found was a rarity on this trip). The softest most comfy slippers I’ve ever felt. And the rooftop restaurant food is fantastic - especially at dinner. One of the best meals I had. My only nitpicks are the beds are too close together especially for such a big room and the draping around the bed is just a dust catcher and unnecessary. Also they should stop putting decorative velvet pillows (which r not cleaned) on the bed touching the bed pillows where guests will be putting their faces. Nothing should be on a hotel bed that hasn’t been washed. I did have one issue at lunch where a server brought me the wrong dish (I assume…",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 October 2022,5,A meal to remember,"We had a superb meal in this out-of-the-way hotel in Casablanca. Service was first rate, the food excellently prepared and the cocktails heavenly! Being compact the atmosphere was intimate but by no means cramped and the decor was delightful. Having the roof open added to the special feel of the top floor setting. Highly recommended!",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 October 2022,5,Excellent dinner at Hotel LeDoge,We stayed one night at Hotel LeDoge and had dinner in the restaurant. We tried many Tapas so we could taste more foods. It was all delicious and we had the best service. We had breakfast the next morning and it was equally good. We will eat at Hotel LeDoge again in the near future.,Hotel_Le_Doge-Casablanca_Casablanca_Settat
 September 2022,5,Art Deco Gem,"My first contact was with Mr. Abedelhadi Hafidi and I knew immediately that I had chosen the best hotel for my friend and me! Upon arrival we received a very warm welcome from the staff, especially Mohamad. Our 2 suites were immaculate, spacious and well appointed. We enjoyed a delicious breakfast on the rooftop restaurant each morning. It’s location is perfect for exploring Casablanca. Thanks to the entire staff for a perfect 3 nights.",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 September 2022,5,Last day of trip,Beautiful suite. Easy access for mobility as they have an elevator and suites on first floor. Good restaurant on top level. Service and response was excellent. Had early flight and they sent us off with boxed breakfast. Would like to havre stayed longer,Hotel_Le_Doge-Casablanca_Casablanca_Settat
 September 2022,5,Lovely hotel in a bustling city,"We had two rooms on the second floor. One room had a nice outside patio. The rooms were lovely. The staff were very nice and helpful. We brought a car and the staff parked it for us on the street each day. The rooftop bar/restaurant is quite lovely. Breakfast, although a bit pricey, is quite nice...except for the coffee. I would really appreciate good coffee.",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 September 2022,5,Surprisingly awesome!,"Fantastic stay at Le Doge. Staff was great and accommodating, as were the restaurants for both dinner and breakfast. The room had a great since of style and sophistication. Awesome design and execution! Would definitely stay here again.",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 September 2022,5,"Excellent staff, beautiful hotel","We stayed here for six nights. The hotel inside is beautiful and the staff are incredibly attentive! The best staff by far of anywhere we have been before. The hotel is a delight of old style opulence and with the amazing staff, it really was a pleasure staying there. We had the 'standard' room and were more than happy - the maid visited every day and left complimentary bottled water, fruit and nuts. On arrival we had a complimentary bottle of wine too. We read some other traveller reviews that said this wasnt as good as others in the chain - well those other hotels must be beyond amazing! We were not disappointed with Hotel le Doge and would definitely return. To add to the hotel and improve guest satisfaction, it would be great to have a local map (for walking) and maybe a…",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 July 2022,5,Beutiful Hotel and Rooftop Restaurant,We stayed in Casablanca doing one of the legs of our trip to Morocco and had the opportunity to stay at the Le Doge Hotel & Spa. The hotel is well located near some areas of interest. We actually walked from the hotel to the Grand Mosque and back one day. The walk provided the opportunity to get to know the city and see different districts of the city. It was an experience. The hotel has this nice stair case that you see in many of of the pictures too. We also had some drinks on the rooftop deck and had breakfast included with our stay and it was yummy. The hotel is also part of the Relais et Chateaux.,Hotel_Le_Doge-Casablanca_Casablanca_Settat
 June 2022,2,"Disappointing, not a typical R&C level!","Booked this hotel to have an interesting art deco boutique hotel experience, after having stayed at Riad Fes and the Four Seasons in Marrakech. Small property in a neighborhood that is hard to find. Front desk service not particularly helpful, made me show proof of free breakfast in our rate three times. Rooms are a bit tired and in need of updates. Midnight brought the sound of neighborhood dogs barking and motorcycles outside, heard through closed 3rd floor windows. The scent of cigarette smoke permeated the hallway air, wafting downwards from the 5th floor terrace where there’s a small bar/resto. By the way, no hot water in shower despite waiting 10”. Skip this one and stay elsewhere if you’re expecting a typical luxury boutique hotel experience. Not a true 5 star…",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 May 2022,4,Great staff,"Very nice, boutique hotel in a quiet residential area. My favorite was Great staff: Reception, bellman, staff on rooftop restaurant. Everyone was really wonderful. What I didn't like was: Hemingway Suite: Room itself was nice. Outside terrace with pigeon poops all over. Discouraged to go outside. Lighting was dark. It may be good to consider.",Hotel_Le_Doge-Casablanca_Casablanca_Settat
 May 2022,5,Wonderful first stop.,We were only here for one night. We ate dinner which had amazing flavors on the roof and it was beautiful. The whole hotel is charming and we hope to go back someday. Breakfast was wonderful and the bed super comfortable. Service was over the top.,Hotel_Le_Doge-Casablanca_Casablanca_Settat
