 December 2022,3,Just ok nothing extraordinary,Well situated hotel yet it need lot of refurbishment. The beds are comfy the staff are very helpful yet some of bathrooms and showers need some uplifting There is a car park for the hotel and lifts straight up to your floor level. Some rooms have some of the view which is on but nothing extraordinary. I would stay if I have to but not sure ....,MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 December 2022,5,Great location,"Stayed here one night at the start of our Morocco trip. It was eay to find, had free parking, and was right beside the mosque, which we had a view of from our room. Breakfast was fine, and we found some nice restaurants for dinner nearby. Make sure to go get tickets in the morning to get a tour of the mosque.",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 October 2022,5,Great Landing Place in Casablanca,"Landing in Casablanca for a five week trip in Morocco, we needed someplace clean and comfortable to get over our jet lag. Our room was large and clean, with the requested view of the mosque. An electric tea kettle, a plate of fresh fruit, plus Kitchener all helped make our short stay feel homey. We ate dinner at the hotel cafe our first night - the food was basic and tasty. Breakfast buffet was expansive, with plenty of choices, and fresh omelette. Close to the Hassan II mosque, we found the public space surrounding the mosque clean and family-friendly place. (Be sure to plan for a guided tour of the mosque!) Getting to the medina and other places was a bit of a walk, but good exercise and easy to navigate the streets with Google Maps.",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 October 2022,4,Near Hassan II Mosque,"We stayed  at Melliber Casablanca Hotel & Apart for 2 nights last month.. I chose this hotel because of it's proximity to Hassan ii Mosque. However, the other main Casablanca attractions are not close. They were either an hour of walking or an hour by bus! ( Yes, some places were quicker by walking than by bus!) There is a bus stop right outside the entrance and a few restaurants in walking distance too. La Cornice, a beachfront disrict with clubs, restaurants & resorts is around 45 minutes walk or £4 taxi ride from the hotel. Our room was on very big, spacious and had a kitchenette. It was serviced everyday. The staff at the hotel were very kind and helpful. On the first day we had the dinner at their cafe. The cafe menu was very simple and didn't have that many vegetarian…",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 October 2022,5,"Great location, great hotel","Everything was perfect about this place, its location, the staff, the room, the amenities. This was a 5+ minute walk to the large Hassan II Mosque. You WILL hear the call to prayer, which for us was a great bonus. Plenty of small cafes and restaurants around. You can hear the ocean with the window open. The staff was so welcoming, especially Boubaker. They even upgraded our room for our 30th anniversary celebration and had a swan towel décor in the room. We arrived at noon (5 hours earlier than expected), we messaged ahead to ask if they would hold our luggage, only to find out the room was ready for us already. So amazing. The breakfast buffet crew was also so friendly and efficient. The cleaning staff and doormen also were wonderful. The room was spacious, and had a…",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 September 2022,1,Don’t stay here not worth it,"Awful hotel, poor quality room. Dirty bathroom, shower had fungal growth on the silicone , door didn’t fit correctly so water everywhere. Square toilet with oval seat so doesn’t sit properly , toilet roll holder falling off the wall. Sofa stained. At Breakfast fruit flies on all the open food no AC. Dirty spoons and limited choice . Coffee from Vending machine … Avoid if possible ..",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 May 2022,3,View of the mosque and the ocean,"I used to see him during my first arrival to the city from which I will leave after two nights. I liked its location and its proximity to the mosque and the beach. When I arrived, I waited unusually in the entry procedures. The young man, the coffee worker, was nice to me, I waited for someone to help me carry my bags, but no one came, a beautiful room with a view On the mosque and the sea and a fruit plate and an increase of water as I requested, when I wanted to wash the shower head was not fixed and when I finished I informed them and the technician came and promised to fix it, and it was not done! The TV screen is small, and the legs of the room table are unbalanced. the first morning; I came down at 10:30 but the staff were finishing their tasks, so I didn't want to be…",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 July 2022,4,Priceless view as long as you can put up with a few things,"Overall I loved my stay, but I don’t think it’s for everyone. I had a balcony overlooking the Mosque and the time I spent sitting on the balcony made it all worthwhile! Such a view that is not possible elsewhere. The other positives would be the staff friendliness and the bed itself was very comfy and very nice bedding. The negatives. The room has a lot of wear- water damage in the bathroom, the shower door doesn’t shut, hot water wasn’t always there, kitchen is ancient. The staff also did some strange things- my towels would slowly disappear and not be replaced, then one day- no towels at the end of the day. Elevators are slow. Walls are pretty thin- not fun to hear the upstairs neighbor cough all day for an entire week. The breakfast is a bit scary for anyone trying to…",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 June 2022,5,Great Experience,"I arrived very late - nearly 10PM. They held the dinner buffet for me. Room was exceptional. Large, well furnished, and a spectacular view of the Hussain II Mosque from my balcony. Bath was a bit small - otherwise no complaints.",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
 June 2022,4,Good mid-priced hotel in a great location with super friendly staff,"A well located, well priced option for convenience when in Casablanca for a couple of days. Staff went above & beyond to help in any way they could and breakfast was excellent. Room was spacious and comfy, bathroom was tiny and a little tired. Needs a few upgrades on some of the room fittings and hardly anything in the kitchen area to prepare & cook food, pretty useless in that department. Super close to the Hassan II Mosque, one of the main attractions in the city.",MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat
