 January 2023,5,An oasis inside the oasis!,"Perfect stop for 1 night (or 2 or more!) travelling from Merzouga desert to Marrakech. Top service on accomodation, simpathy and restaurant with good swimming pool for hot days or a cosy fireplace for cold nights!"
 May 2022,5,Our vacation from the vacation,"There were six of us who stayed here and we all LOVED it. It was the perfect oasis after a long day of van travel from Marrakech. The grounds are a rich oasis of palm trees, flowers, a vegetable garden, grass and other greenery which instantly helps you unwind and relax. There are numerous great sitting and lounging areas to enjoy, as well as a few animals who you can feed and visit. We enjoyed lounging and swimming. The two dinners and lunch where delicious and they were able to accommodate my daughter with Celiac Disease. They also very generously made me a delicious birthday cake since I celebrated my birthday during our stay. The rooms were clean and nicely appointed. Book early if you want to stay here as it's small. Vanessa for patient with all our questions. She arranged…"
 December 2022,5,Amazing experience in the Skoura Palmerie.,"This is a fabulous place, a real oasis in every sense of the word. Vanessa is a wonderful host, making sure everyone is welcomed and has the visit they want. The three rooms we used were beautifully decorated, comfortable and warm (it was December) and the food was exemplary. The breakfast was wonderful, with a huge number of homemade preserves and the evening meals we had were really tasty, with the addition of delicious Moroccan wine. The staff were all wonderful without exception. We followed Vanessa's advice to drive up the Dades Gorge, which was stunning and had a short walk in the oasis too. We couldn't fault the whole experience and we're definitely coming back when we can use the gorgeous pool."
 November 2022,5,Wonderful and beautiful,What a simply beautiful place to stay - every detail has been thought about and the result is a beautifully comfortable environment - inside as well as the grounds. We only had one night but would love to come back. We had a wonderful dinner and breakfast. Just great!
 November 2022,4,Retreat atmosphere you must stay longer than 1 short night to take advantage of property,Beware very hard to find especially after sunset. However the property itself is lovely. You really need to spend 2-3 nights to take advantage of what is offered. We arrived late due to difficulty finding property signage is only lit up by your headlights. Had a lovely dinner and then straight to bed. Some issues with electrical outlets- my travel CPAP kept shutting down and you can not have phone and watch plugged in at same time. Lovely gardens to explore when you have more than 12 hours!
 November 2022,5,12 women had an EXCEPTIONAL stay!!,"As the owner of an all female travel event company, where we sleep is always the most important consideration. Vanessa has created one of the most magical and beautifully decorated spaces. We actually had to cancel one of our excursions because no one wanted to leave the resort. Additionally, the service could not be more top notch. They thoughtfully remember who is vegan, gluten free, and all other needs of their guests. Skoura is a precious place ... be sure to engage in the local experiences (i.e. tourist free) that L'ma will arrange for you. I would book this hotel again in a heart beat!!!"
 October 2022,5,A Paradise Guest House,"We knew the minute we arrived that we had chosen the most wonderful accommodation, located in a garden oasis! Upon arrival we received the warmest welcome and our entire 2 days were filled with awe and joy to be in such a very special setting. Vanessa and Xavier are the most delightful “hands on” hosts. Everything from the beautiful immaculate suites, the gorgeous exotic gardens, the heated swimming pool and delicious breakfasts and dinners were absolutely exceptional. It was extremely difficult to leave this special oasis, especially our new friends, Souvane, Abdelrani and Hakim. We highly recommend staying at least 3 nights! Thanks again for a wonderful experience❤️❤️"
 September 2022,5,An oasis in an Oasis….,"Truly a welcoming, friendly, relaxing, and comforting stop after a long day travelling. Arriving late I wasn’t hurried and had time chill in the beautiful pool before dinner in the garden on a balmy evening. In the duplex the spacious downstairs bathroom and dressing room were well appointed and the upstairs bedroom was therefore uncluttered, which, with the good quality bedding, made for a peaceful and comfortable night. Sadly I didn’t have time to linger the following day. This is definitely the place for some downtime while travelling in Morocco!"
 September 2022,5,L’ma Lodge is your home away from home,"We are on 15 days trip in Morocco, stayed for 2 nights in Skoura at L’ma Lodge which turned out to be a total surprise. We have loved every moment of it and are sad to be leaving tomorrow. The place is a real oasis, the staff is most accommodating and welcoming, the food is the best we have had in Morocco so far. The owners have created a real oasis, true paradise. If you plan to be in the area, you have to stay here! We are in owe and forever grateful for the memories."
 July 2022,5,Paradise Found,"Where can you even begin? An absolute garden Oasis. A beautiful seven room boutique hotel in a Palm Grove in the middle of nowhere. We can't even begin to tell you how amazing Vanessa and the entire staff at L'Ma were. The food was over the top, the pool was perfect, and anywhere we decided we wanted to sit, lay, or swinging a hammock was at our disposal. Walking through the beautiful gardens was the perfectly relaxing stay we needed in our journey between Marrakech and the desert. It was like sleeping in an art museum in our own personal Garden of Eden."
 July 2022,5,"Night in L’Ma Lodge, SKOURA, Morocco","Vanessa & Xavier have created an unbelievable place to relax in the middle of nowhere in SKOURA! I, along with my family, spent a night there & felt that it was too short a stay! The hospitality shown by them & their staff was impeccable! The property is absolutely stunning & the decor, including the landscape is something to admire! Apart from creating & maintaining this place, they also rescue non-human lives and take care of their well-being! We would definitely go back there, hopefully in the near future & spend some more time! FIVE STARS ARE AN UNDERSTATEMENT! I wish I could rate them higher! Thank you Vanessa & Xavier for welcoming us & all that you do! Keep up the good work. I will make a conscious effort to come back, with additional family & friends, and spend more…"
