 January 2023,5,Comfortable room and 5 stars bathroom,"Very nice riad, a mix of tradition and modern design. Very kind people, excellent breakfast and service. Very convenient location in the Medina and very close to the seaside for a breathetaking sunset, and very close to Oudaya Kasbah"
 December 2022,5,Beautiful Riad!,"Beautiful little Riad! The staff was so accommodating! They informed us of an app to order pizza delivery at night. The next morning, they set up a delicious breakfast for my family that consisted of fresh juice, fried eggs, pomegranate, and assortment of breads."
 December 2022,5,Riad Zyo is a perfect hotel,Zyo is a beautifully designed boutique hotel with large rooms and modern bathroom. Designed and decorated in a modern way with traditional nuances. Beautiful courtyard with a lovel small pool. Food was the best we have had in Morocco. Service was impeccable. Loved it all!
 November 2022,5,Perfect in every way (with kind and honest staff!),"This Riad is amazing. Beautiful and well located. I rarely write reviews, but the food and service were spectacular and so I felt I had to. My husband is vegan, I am not, and they made us his-and-her taglines for dinner, both were incredible. As for breakfast, normally I skip it, but this was one of the best breakfasts I have had (see photo, they also offered eggs but I was not hungry enough to have them). In terms of service, everyone was kind and lovely. What stood out the most was when my husband and I checked out three mornings ago, we forgot our wallets and passports in the safe. We were two blocks away and the front desk person came running after us with our wallets and passports. This could have been disastrous, but he was so honest and literally saved our trip. …"
 October 2022,5,Beautiful Spot Near Edge of Medina,"A sweet spot just inside the Rabat medina, we found this place welcoming and elegant. The room was large, and gave us room to manage our bags without using the bed. While the medina can be a noisy place, window shutters definitely make for easier sleeping. The host provided us with a great dinner recommendation (Dar Naji) about a 10 minute walk from the riad, breakfast tasty and plentiful."
 November 2022,5,Wow,"This is a beautiful and modern riad. No simple spartan aesthetic here. The lobby and seating area right away let you know you’re in for a treat. The roof is pretty and spacious. And the rooms was so amazing we were taking photos of it. Huge modern bathroom with 2 toilets. A shower that looked like it was from a Manhattan penthouse. High ceilings, gorgeous tile work, carvings, and beautiful wood door and window slats. Helpful staff. Would I have preferred to not be on the ground floor, yes bc the windows open onto the area off the lobby where everyone walks and there is no view of the outdoors, but that’s probably the room type our tour company selected. Still, the room was quiet despite a loud outdoor party happening next door. Very tasty breakfast and location is convenient…"
 August 2022,5,Gorgeous Riad,A beautiful Riad that showcases local artist’s work. The owner was welcoming and spent time chatting to us about his Riad. His pride for it showed through. The pool area was gorgeous and the rooms vibrant and unique. Our breakfast was very tasty. The staff were wonderful. A fabulous stay.
 October 2022,5,Fantastically and unexpectedly modern!,"As many other reviewers have mentioned, this Riad is a really a modern hidden gem in the heart of the the old Medina. From the moment we entered we were blown away by the beauty and simplicity of this riad. The initial bedrooms we had in the main floor riad were spectacular, but due to an electricity issue on the main floor were accommodated on the 2nd floor with two separate rooms. Both rooms were very modern and very well furnished. We had everything we needed and the beds were very clean and comfortable. The riad overall was very quiet and they had a wonderful quaint rooftop. Breakfast was very well presented and tasty-everything seemed to be a work of art! Although we only stayed one night, I would highly recommend this place based on its overall location and services…"
 October 2022,5,Wonderful riad,"Excellent all around. Beautiful room, clean, location, quaint. We loved the breakfast and all the art. Staff were very very helpful and friendly. Rooms were very quiet. We would recommend this riad to everyone. So location was right in the center of the old city and we saw several women walking alone at night so it felt very safe."
 September 2022,5,Oasis in the Rabat medina!,"A beautiful and charming place to stay. Quite an oasis amid the hustle and bustle of the Rabat mednia. Walking through the door, you step into a tranquil courtyard with a sparkling plunge pool. Mohammed greated us with cookies and some mint tea. The rooms are well appointed and comfortable. Some are in the ""new"" building that sits on the site of the old post office, and some in the attached riad that has been throughly and lovingly renovated, that dates back to the 14th century. We met the owner, Ali, who showed us his photo album of the before-during-and-after photos of the renovation. Breakfast each day was more than ample and delicious, Mohammed, Hamza and the rest of the staff couldn't have been more accomodating."
 January 2023,5,Comfortable room and 5 stars bathroom,"Very nice riad, a mix of tradition and modern design. Very kind people, excellent breakfast and service. Very convenient location in the Medina and very close to the seaside for a breathetaking sunset, and very close to Oudaya Kasbah"
 December 2022,5,Beautiful Riad!,"Beautiful little Riad! The staff was so accommodating! They informed us of an app to order pizza delivery at night. The next morning, they set up a delicious breakfast for my family that consisted of fresh juice, fried eggs, pomegranate, and assortment of breads."
 December 2022,5,Riad Zyo is a perfect hotel,Zyo is a beautifully designed boutique hotel with large rooms and modern bathroom. Designed and decorated in a modern way with traditional nuances. Beautiful courtyard with a lovel small pool. Food was the best we have had in Morocco. Service was impeccable. Loved it all!
 November 2022,5,Perfect in every way (with kind and honest staff!),"This Riad is amazing. Beautiful and well located. I rarely write reviews, but the food and service were spectacular and so I felt I had to. My husband is vegan, I am not, and they made us his-and-her taglines for dinner, both were incredible. As for breakfast, normally I skip it, but this was one of the best breakfasts I have had (see photo, they also offered eggs but I was not hungry enough to have them). In terms of service, everyone was kind and lovely. What stood out the most was when my husband and I checked out three mornings ago, we forgot our wallets and passports in the safe. We were two blocks away and the front desk person came running after us with our wallets and passports. This could have been disastrous, but he was so honest and literally saved our trip. …"
 October 2022,5,Beautiful Spot Near Edge of Medina,"A sweet spot just inside the Rabat medina, we found this place welcoming and elegant. The room was large, and gave us room to manage our bags without using the bed. While the medina can be a noisy place, window shutters definitely make for easier sleeping. The host provided us with a great dinner recommendation (Dar Naji) about a 10 minute walk from the riad, breakfast tasty and plentiful."
 November 2022,5,Wow,"This is a beautiful and modern riad. No simple spartan aesthetic here. The lobby and seating area right away let you know you’re in for a treat. The roof is pretty and spacious. And the rooms was so amazing we were taking photos of it. Huge modern bathroom with 2 toilets. A shower that looked like it was from a Manhattan penthouse. High ceilings, gorgeous tile work, carvings, and beautiful wood door and window slats. Helpful staff. Would I have preferred to not be on the ground floor, yes bc the windows open onto the area off the lobby where everyone walks and there is no view of the outdoors, but that’s probably the room type our tour company selected. Still, the room was quiet despite a loud outdoor party happening next door. Very tasty breakfast and location is convenient…"
 August 2022,5,Gorgeous Riad,A beautiful Riad that showcases local artist’s work. The owner was welcoming and spent time chatting to us about his Riad. His pride for it showed through. The pool area was gorgeous and the rooms vibrant and unique. Our breakfast was very tasty. The staff were wonderful. A fabulous stay.
